sentence_id,text,label
HCH_006_002_000026,王貞使,TITLE
HCH_006_002_000026,西京,LOC
HCH_006_002_000026,呂振,PER
HCH_006_002_000026,劉子振使,TITLE
HCH_006_002_000026,太原,LOC
HCH_006_002_000026,楊簡,PER
HCH_006_002_000026,高廷英使,TITLE
HCH_006_002_000026,平陽,LOC
HCH_006_002_000026,王晉,PER
HCH_006_002_000026,賈從使,TITLE
HCH_006_002_000026,真定,LOC
HCH_006_002_000026,張瑜,PER
HCH_006_002_000026,王銳使,TITLE
HCH_006_002_000026,東平,LOC
HCH_006_002_000026,王德亨,PER
HCH_006_002_000026,侯顯使,TITLE
HCH_006_002_000026,北京,LOC
HCH_006_002_000026,夾谷永,PER
HCH_006_002_000026,程泰使,TITLE
HCH_006_002_000026,平,LOC
HCH_006_002_000026,田木西,PER
HCH_006_002_000026,李天翼使,TITLE
HCH_006_002_000026,濟南,LOC
HCH_006_002_000027,潼關,LOC
HCH_006_002_000027,藍關,LOC
HCH_006_002_000028,十二月,TME
HCH_006_002_000028,天勝,LOC
HCH_006_002_000028,韓城,LOC
HCH_006_002_000028,蒲城,LOC
HCH_006_002_000029,三年辛卯春二月,TME
HCH_006_002_000029,鳳翔,LOC
HCH_006_002_000029,洛陽,LOC
HCH_006_002_000029,河中,LOC
HCH_006_002_000030,夏五月,TME
HCH_006_002_000030,九十九,NUM
HCH_006_002_000031,拖雷,PER
HCH_006_002_000031,寶鷄,LOC
HCH_006_002_000032,遣搠不罕使,TITLE
HCH_006_002_000032,宋,LOC
HCH_006_002_000032,宋,LOC
HCH_006_002_000033,遣李國昌使,TITLE
HCH_006_002_000033,宋,LOC
HCH_006_002_000034,秋八月,TME
HCH_006_002_000034,雲中,LOC
HCH_006_002_000035,始立中書省,ORG
HCH_006_002_000036,耶律楚材,PER
HCH_006_002_000036,中書令,TITLE
HCH_006_002_000036,粘合重山,PER
HCH_006_002_000036,左丞相,TITLE
HCH_006_002_000036,鎮海,PER
HCH_006_002_000036,右丞相,TITLE
HCH_006_002_000037,以高麗殺使,TITLE
HCH_006_002_000037,撒禮塔,PER
HCH_006_002_000037,四十餘城,LOC
HCH_006_002_000038,高麗,LOC
HCH_006_002_000038,㬚,PER
HCH_006_002_000038,懷安,LOC
HCH_006_002_000039,撒禮塔,PER
HCH_006_002_000040,冬十月,TME
HCH_006_002_000040,河中,LOC
HCH_006_002_000041,十二月己未,TME
HCH_006_002_000042,四年壬辰春正月戊子,TME
HCH_006_002_000042,白坡,LOC
HCH_006_002_000043,庚寅,TME
HCH_006_002_000043,拖雷,PER
HCH_006_002_000043,漢江,LOC
HCH_006_002_000043,遣使,TITLE
HCH_006_002_000043,詔諸軍,ORG
HCH_006_002_000044,甲午,TME
HCH_006_002_000044,鄭,LOC
HCH_006_002_000045,金防,LOC
HCH_006_002_000045,馬伯堅,PER
HCH_006_002_000045,伯堅,PER
HCH_006_002_000046,丙申,TME
HCH_006_002_000047,丁酉,TME
HCH_006_002_000048,新鄭,LOC
HCH_006_002_000049,拖雷,PER
HCH_006_002_000049,金,LOC
HCH_006_002_000049,鈞,LOC
HCH_006_002_000049,三,NUM
HCH_006_002_000049,金,LOC
HCH_006_002_000049,蒲阿,PER
HCH_006_002_000050,戊戌,TME
HCH_006_002_000050,三,NUM
HCH_006_002_000051,壬寅,TME
HCH_006_002_000051,鈞,LOC
HCH_006_002_000051,金,LOC
HCH_006_002_000051,合達,PER
HCH_006_002_000052,商,LOC
HCH_006_002_000052,虢,LOC
HCH_006_002_000052,嵩,LOC
HCH_006_002_000052,汝,LOC
HCH_006_002_000052,陝,LOC
HCH_006_002_000052,洛,LOC
HCH_006_002_000052,許,LOC
HCH_006_002_000052,鄭,LOC
HCH_006_002_000052,陳,LOC
HCH_006_002_000052,亳,LOC
HCH_006_002_000052,潁,LOC
HCH_006_002_000052,壽,LOC
HCH_006_002_000052,睢,LOC
HCH_006_002_000052,永,LOC
HCH_006_002_000053,三月,TME
HCH_006_002_000053,速不台,PER
HCH_006_002_000053,南京,LOC
HCH_006_002_000053,金,LOC
HCH_006_002_000053,曹,LOC
HCH_006_002_000053,訛可,PER
HCH_006_002_000054,速不台,PER
HCH_006_002_000054,河南,LOC
HCH_006_002_000055,夏四月,TME
HCH_006_002_000055,居庸,LOC
HCH_006_002_000055,官山,LOC
HCH_006_002_000056,高麗,LOC
HCH_006_002_000056,江華島,LOC
HCH_006_002_000057,秋七月,TME
HCH_006_002_000057,遣唐慶使,TITLE
HCH_006_002_000057,金,LOC
HCH_006_002_000057,金,LOC
HCH_006_002_000058,八月,TME
HCH_006_002_000058,撒禮塔,PER
HCH_006_002_000058,高麗,LOC
HCH_006_002_000059,金,LOC
HCH_006_002_000059,完顏思烈,PER
HCH_006_002_000059,恒山,LOC
HCH_006_002_000059,武仙,PER
HCH_006_002_000059,南京,LOC
HCH_006_002_000059,諸軍,ORG
HCH_006_002_000060,九月,TME
HCH_006_002_000060,拖雷,PER
HCH_006_002_000060,庭,LOC
HCH_006_002_000061,冬十一月,TME
HCH_006_002_000061,納蘭赤剌溫,LOC
HCH_006_002_000062,十二月,TME
HCH_006_002_000062,太祖,PER
HCH_006_002_000063,五年癸巳春正月庚申,TME
HCH_006_002_000063,金,LOC
HCH_006_002_000063,歸德,LOC
HCH_006_002_000064,戊辰,TME
HCH_006_002_000064,金,LOC
HCH_006_002_000064,元帥,TITLE
HCH_006_002_000064,崔立,PER
HCH_006_002_000064,完顏奴申,PER
HCH_006_002_000064,完顏習捏阿不,PER
HCH_006_002_000064,南京,LOC
HCH_006_002_000065,二月,TME
HCH_006_002_000065,鐵列都,LOC
HCH_006_002_000066,萬,NUM
HCH_006_002_000066,貴由,PER
HCH_006_002_000066,赤帶,PER
HCH_006_002_000066,左翼軍,ORG
HCH_006_002_000067,夏四月,TME
HCH_006_002_000067,速不台,PER
HCH_006_002_000067,青城,LOC
HCH_006_002_000067,崔立,PER
HCH_006_002_000067,金,LOC
HCH_006_002_000067,太后,TITLE
HCH_006_002_000067,徒單,PER
HCH_006_002_000067,荊,LOC
HCH_006_002_000067,梁,LOC
HCH_006_002_000067,從恪,PER
HCH_006_002_000067,梁,LOC
HCH_006_002_000067,荊,LOC
HCH_006_002_000067,守純,PER
HCH_006_002_000067,速不台,PER
HCH_006_002_000067,南京,LOC
HCH_006_002_000068,六月,TME
HCH_006_002_000068,金,LOC
HCH_006_002_000068,蔡,LOC
HCH_006_002_000068,塔察兒,PER
HCH_006_002_000069,孔子,PER
HCH_006_002_000069,五十一,NUM
HCH_006_002_000069,元,PER
HCH_006_002_000069,楷,PER
HCH_006_002_000069,措,PER
HCH_006_002_000069,衍,PER
HCH_006_002_000070,秋八月,TME
HCH_006_002_000070,兀必思地,LOC
HCH_006_002_000071,阿同葛,PER
HCH_006_002_000071,括中州,LOC
HCH_006_002_000071,七十三萬餘,NUM
HCH_006_002_000072,九月,TME
HCH_006_002_000072,萬,NUM
HCH_006_002_000073,冬十一月,TME
HCH_006_002_000073,宋,LOC
HCH_006_002_000073,荊鄂,LOC
HCH_006_002_000073,都統,TITLE
HCH_006_002_000073,孟珙,PER
HCH_006_002_000074,十二月,TME
HCH_006_002_000074,諸軍,ORG
HCH_006_002_000074,宋,LOC
HCH_006_002_000074,蔡,LOC
HCH_006_002_000074,武仙,PER
HCH_006_002_000074,息,LOC
HCH_006_002_000075,金,LOC
HCH_006_002_000075,海,LOC
HCH_006_002_000075,沂,LOC
HCH_006_002_000075,萊,LOC
HCH_006_002_000075,濰,LOC
HCH_006_002_000076,阿,LOC
HCH_006_002_000076,魯兀忽可吾,PER
HCH_006_002_000077,七,NUM
HCH_006_002_000078,孔子,PER
HCH_006_002_000079,六年甲午春正月,TME
HCH_006_002_000079,金,LOC
HCH_006_002_000079,承麟,PER
HCH_006_002_000080,承麟,PER
HCH_006_002_000081,宋,LOC
HCH_006_002_000081,金,LOC
HCH_006_002_000082,金,LOC
HCH_006_002_000083,斡兒寒河,LOC
HCH_006_002_000084,夏五月,TME
HCH_006_002_000084,達蘭達葩,LOC
HCH_006_002_000084,百,NUM
HCH_006_002_000084,十人,NUM
HCH_006_002_000084,十人,NUM
HCH_006_002_000084,一人,NUM
HCH_006_002_000084,一人,NUM
HCH_006_002_000084,二人,NUM
HCH_006_002_000084,三,NUM
HCH_006_002_000084,四,NUM
HCH_006_002_000084,千,NUM
HCH_006_002_000084,萬,NUM
HCH_006_002_000084,百,NUM
HCH_006_002_000084,諸軍,ORG
HCH_006_002_000084,諸軍,ORG
HCH_006_002_000084,或在軍,ORG
HCH_006_002_000084,五十匹,NUM
HCH_006_002_000084,一,NUM
HCH_006_002_000084,五人,NUM
HCH_006_002_000084,三人,NUM
HCH_006_002_000084,乞烈思,PER
HCH_006_002_000084,三人,NUM
HCH_006_002_000084,一二,NUM
HCH_006_002_000084,乞,LOC
HCH_006_002_000084,烈,PER
HCH_006_002_000084,思,LOC
HCH_006_002_000085,秋七月,TME
HCH_006_002_000085,胡土虎那顏,PER
HCH_006_002_000085,中州,LOC
HCH_006_002_000086,達海紺卜,PER
HCH_006_002_000086,蜀,LOC
HCH_006_002_000087,八里,NUM
HCH_006_002_000087,八,NUM
HCH_006_002_000087,宋,LOC
HCH_006_002_000087,查老溫,PER
HCH_006_002_000088,脫卜寒,LOC
HCH_006_002_000089,七年乙未,TME
HCH_006_002_000089,和林,LOC
HCH_006_002_000089,萬,NUM
HCH_006_002_000090,拔都,PER
HCH_006_002_000090,貴由,PER
HCH_006_002_000090,蒙哥,PER
HCH_006_002_000090,西域,LOC
HCH_006_002_000090,闊端,PER
HCH_006_002_000090,秦,LOC
HCH_006_002_000090,鞏,LOC
HCH_006_002_000090,曲出,PER
HCH_006_002_000090,胡土虎,PER
HCH_006_002_000090,宋,LOC
HCH_006_002_000090,唐古,PER
HCH_006_002_000090,高麗,LOC
HCH_006_002_000091,秋九月,TME
HCH_006_002_000091,口溫不花,PER
HCH_006_002_000091,宋,LOC
HCH_006_002_000091,何,PER
HCH_006_002_000091,太尉,TITLE
HCH_006_002_000092,冬十月,TME
HCH_006_002_000092,曲,PER
HCH_006_002_000092,棗陽,LOC
HCH_006_002_000092,襄,LOC
HCH_006_002_000092,鄧,LOC
HCH_006_002_000092,郢,LOC
HCH_006_002_000092,萬,NUM
HCH_006_002_000093,十一月,TME
HCH_006_002_000093,闊端,PER
HCH_006_002_000093,石門,LOC
HCH_006_002_000093,金,LOC
HCH_006_002_000093,汪世顯,PER
HCH_006_002_000094,中書省,ORG
HCH_006_002_000095,八年丙申春正月,TME
HCH_006_002_000096,萬,NUM
HCH_006_002_000098,二月,TME
HCH_006_002_000098,應,LOC
HCH_006_002_000098,郭勝,PER
HCH_006_002_000098,鈞,LOC
HCH_006_002_000098,九,NUM
HCH_006_002_000098,鄧,LOC
HCH_006_002_000098,趙祥,PER
HCH_006_002_000098,曲,LOC
HCH_006_002_000098,出,PER
HCH_006_002_000098,宋,LOC
HCH_006_002_000099,三月,TME
HCH_006_002_000099,孔子,PER
HCH_006_002_000099,司天臺,ORG
HCH_006_002_000100,夏六月,TME
HCH_006_002_000100,括中州,LOC
HCH_006_002_000100,一百一十餘,NUM
HCH_006_002_000100,萬,NUM
HCH_006_002_000101,耶律楚材,PER
HCH_006_002_000101,燕京,LOC
HCH_006_002_000101,平陽,LOC
HCH_006_002_000101,梁陟,PER
HCH_006_002_000101,萬,NUM
HCH_006_002_000101,趙著,PER
HCH_006_002_000102,秋七月,TME
HCH_006_002_000102,陳時可,PER
HCH_006_002_000103,真定,LOC
HCH_006_002_000103,太后,TITLE
HCH_006_002_000103,中原,LOC
HCH_006_002_000103,斡魯朵,PER
HCH_006_002_000103,拔都,PER
HCH_006_002_000103,平陽,LOC
HCH_006_002_000103,茶合帶,PER
HCH_006_002_000103,太原,LOC
HCH_006_002_000103,古與,PER
HCH_006_002_000103,大名,LOC
HCH_006_002_000103,孛魯帶,PER
HCH_006_002_000103,邢,LOC
HCH_006_002_000103,果魯干,PER
HCH_006_002_000103,河間,LOC
HCH_006_002_000103,孛魯古帶,PER
HCH_006_002_000103,廣寧,LOC
HCH_006_002_000103,野苦,PER
HCH_006_002_000103,益都,LOC
HCH_006_002_000103,濟南,LOC
HCH_006_002_000103,按赤帶,PER
HCH_006_002_000103,濱,LOC
HCH_006_002_000103,棣,LOC
HCH_006_002_000103,斡陳那顏,PER
HCH_006_002_000103,平,LOC
HCH_006_002_000103,灤,LOC
HCH_006_002_000103,闊端,PER
HCH_006_002_000103,駙馬,TITLE
HCH_006_002_000103,阿剌海,PER
HCH_006_002_000103,果真,PER
HCH_006_002_000103,查剌溫,PER
HCH_006_002_000103,茶合帶,PER
HCH_006_002_000103,鍛真,PER
HCH_006_002_000103,寒札,PER
HCH_006_002_000103,按赤那顏,PER
HCH_006_002_000103,坼那顏,PER
HCH_006_002_000103,火斜,PER
HCH_006_002_000103,朮思,PER
HCH_006_002_000103,東平,LOC
HCH_006_002_000104,耶律楚材,PER
HCH_006_002_000105,闊端,PER
HCH_006_002_000105,汪世顯,PER
HCH_006_002_000105,蜀,LOC
HCH_006_002_000105,宋,LOC
HCH_006_002_000105,外數州,LOC
HCH_006_002_000105,蜀,LOC
HCH_006_002_000105,曹友聞,PER
HCH_006_002_000106,冬十月,TME
HCH_006_002_000106,闊端,PER
HCH_006_002_000106,成都,LOC
HCH_006_002_000107,秦,LOC
HCH_006_002_000107,鞏,LOC
HCH_006_002_000107,二十餘州,LOC
HCH_006_002_000108,曲出,PER
HCH_006_002_000109,張柔,PER
HCH_006_002_000109,郢,LOC
HCH_006_002_000110,襄陽,LOC
HCH_006_002_000110,游顯,PER
HCH_006_002_000110,襄陽,LOC
HCH_006_002_000110,樊城,LOC
HCH_006_002_000111,九年丁酉,TME
HCH_006_002_000111,揭揭察哈,LOC
HCH_006_002_000111,澤,LOC
HCH_006_002_000112,蒙哥,PER
HCH_006_002_000112,欽察,LOC
HCH_006_002_000112,八,NUM
HCH_006_002_000113,夏四月,TME
HCH_006_002_000113,築掃隣城,LOC
HCH_006_002_000113,迦,PER
HCH_006_002_000113,堅,LOC
HCH_006_002_000113,茶,PER
HCH_006_002_000114,六月,TME
HCH_006_002_000116,秋八月,TME
HCH_006_002_000116,朮虎乃,PER
HCH_006_002_000116,劉中,PER
HCH_006_002_000116,四千三十人,NUM
HCH_006_002_000117,冬十月,TME
HCH_006_002_000117,野馬川,LOC
HCH_006_002_000118,庭,LOC
HCH_006_002_000119,口溫不花,PER
HCH_006_002_000119,光,LOC
HCH_006_002_000119,張柔,PER
HCH_006_002_000119,鞏彥暉,PER
HCH_006_002_000119,史天澤,PER
HCH_006_002_000120,蘄,LOC
HCH_006_002_000120,隨,LOC
HCH_006_002_000120,黃,LOC
HCH_006_002_000121,宋,LOC
HCH_006_002_000122,十年戊戌,TME
HCH_006_002_000122,塔思軍,ORG
HCH_006_002_000122,北峽,LOC
HCH_006_002_000122,宋,LOC
HCH_006_002_000122,汪統制,PER
HCH_006_002_000123,夏,LOC
HCH_006_002_000123,襄陽,LOC
HCH_006_002_000123,劉義,PER
HCH_006_002_000123,游顯,PER
HCH_006_002_000123,宋,LOC
HCH_006_002_000124,宋,LOC
HCH_006_002_000124,襄,LOC
HCH_006_002_000124,樊,LOC
HCH_006_002_000125,揭揭察哈,LOC
HCH_006_002_000125,澤,LOC
HCH_006_002_000126,圖蘇湖,LOC
HCH_006_002_000127,秋八月,TME
HCH_006_002_000127,陳時可,PER
HCH_006_002_000127,高慶民,PER
HCH_006_002_000127,等言諸路,LOC
HCH_006_002_000128,十一年己亥,TME
HCH_006_002_000128,揭揭察哈,LOC
HCH_006_002_000129,皇子闊端軍,ORG
HCH_006_002_000129,西川,LOC
HCH_006_002_000130,秋七月,TME
HCH_006_002_000130,游顯,PER
HCH_006_002_000130,宋,LOC
HCH_006_002_000131,山東,LOC
HCH_006_002_000132,冬十一月,TME
HCH_006_002_000132,蒙哥,PER
HCH_006_002_000132,阿速蔑怯思城,LOC
HCH_006_002_000132,三月,TME
HCH_006_002_000133,十二月,TME
HCH_006_002_000133,奧都剌合蠻,PER
HCH_006_002_000133,中原,LOC
HCH_006_002_000133,二萬二千,NUM
HCH_006_002_000133,四萬四千,NUM
HCH_006_002_000134,十二年庚子春正月,TME
HCH_006_002_000134,奧都剌合蠻,PER
HCH_006_002_000134,提領諸路,LOC
HCH_006_002_000135,貴由,PER
HCH_006_002_000135,西域,LOC
HCH_006_002_000135,遣使,TITLE
HCH_006_002_000136,張柔,PER
HCH_006_002_000136,八萬,NUM
HCH_006_002_000136,宋,LOC
HCH_006_002_000137,冬十二月,TME
HCH_006_002_000137,貴由,PER
HCH_006_002_000138,敕州郡,LOC
HCH_006_002_000140,七萬六千,NUM
HCH_006_002_000143,十三年辛丑春二月,TME
HCH_006_002_000143,揭揭察哈,LOC
HCH_006_002_000146,高麗,LOC
HCH_006_002_000146,㬚,PER
HCH_006_002_000146,綧,PER
HCH_006_002_000147,冬十月,TME
HCH_006_002_000147,瓦赤,PER
HCH_006_002_000147,漢,LOC
HCH_006_002_000148,十一月丁亥,TME
HCH_006_002_000149,庚寅,TME
HCH_006_002_000149,鈋鐵𨬟胡蘭山,LOC
HCH_006_002_000150,奧都剌合蠻,PER
HCH_006_002_000151,辛卯,TME
HCH_006_002_000152,十三年,TME
HCH_006_002_000152,五十,NUM
HCH_006_002_000152,六,NUM
HCH_006_002_000153,起輦谷,LOC
HCH_006_002_000154,英文,PER
HCH_006_002_000154,皇帝,TITLE
HCH_006_002_000154,太宗,PER
HCH_006_002_000155,華夏,LOC
HCH_006_002_000156,壬寅,TME
HCH_006_002_000156,六,NUM
HCH_006_002_000156,皇后,TITLE
HCH_006_002_000156,乃馬真,PER
HCH_006_002_000157,秋七月,TME
HCH_006_002_000157,張柔,PER
HCH_006_002_000157,五河,LOC
HCH_006_002_000157,淮,LOC
HCH_006_002_000157,宋揚,LOC
HCH_006_002_000157,滁,LOC
HCH_006_002_000157,和,LOC
HCH_006_002_000158,癸卯,TME
HCH_006_002_000158,春正月,TME
HCH_006_002_000158,張柔,PER
HCH_006_002_000158,襄城,LOC
HCH_006_002_000159,夏五月,TME
HCH_006_002_000160,張柔,PER
HCH_006_002_000160,杞,LOC
HCH_006_002_000161,甲辰,TME
HCH_006_002_000161,夏五月,TME
HCH_006_002_000161,中書令,TITLE
HCH_006_002_000161,耶律楚材,PER
HCH_006_002_000162,乙巳,TME
HCH_006_002_000162,后命馬步軍,ORG
HCH_006_002_000162,都元帥,TITLE
HCH_006_002_000162,察罕,PER
HCH_006_002_000162,三萬,NUM
HCH_006_002_000162,張柔,PER
HCH_006_002_000162,淮西,LOC
HCH_006_002_000162,壽,LOC
HCH_006_002_000162,泗,LOC
HCH_006_002_000162,盱眙,LOC
HCH_006_002_000162,揚,LOC
HCH_006_002_000163,宋,LOC
HCH_006_002_000163,趙蔡,PER
HCH_006_002_000164,定宗,PER
HCH_006_002_000164,簡平,PER
HCH_006_002_000164,皇帝,TITLE
HCH_006_002_000164,貴由,PER
HCH_006_002_000164,太宗,PER
HCH_006_002_000165,六,NUM
HCH_006_002_000165,皇后,TITLE
HCH_006_002_000165,乃馬真,PER
HCH_006_002_000165,丙寅,TME
HCH_006_002_000166,太宗,PER
HCH_006_002_000166,按只帶,PER
HCH_006_002_000166,金,LOC
HCH_006_002_000166,親王,TITLE
HCH_006_002_000167,拔都,PER
HCH_006_002_000167,阿速境,LOC
HCH_006_002_000167,木柵山,LOC
HCH_006_002_000167,三十餘人,NUM
HCH_006_002_000167,憲宗,PER
HCH_006_002_000168,太宗,PER
HCH_006_002_000168,失烈門,PER
HCH_006_002_000169,太宗,PER
HCH_006_002_000169,皇后,TITLE
HCH_006_002_000169,百,NUM
HCH_006_002_000169,八,NUM
HCH_006_002_000170,元年丙午春正月,TME
HCH_006_002_000170,張柔,PER
HCH_006_002_000170,和林,LOC
HCH_006_002_000171,秋七月,TME
HCH_006_002_000171,皇帝,TITLE
HCH_006_002_000171,汪,PER
HCH_006_002_000171,吉宿滅禿里,LOC
HCH_006_002_000172,六,NUM
HCH_006_002_000172,皇后,TITLE
HCH_006_002_000173,野馬川,LOC
HCH_006_002_000174,權,PER
HCH_006_002_000174,萬,NUM
HCH_006_002_000174,史權,PER
HCH_006_002_000174,淮南,LOC
HCH_006_002_000174,虎頭,LOC
HCH_006_002_000174,黃,LOC
HCH_006_002_000175,二年丁未,TME
HCH_006_002_000175,張柔,PER
HCH_006_002_000175,泗,LOC
HCH_006_002_000176,夏,LOC
HCH_006_002_000176,曲律淮黑哈速,LOC
HCH_006_002_000178,八月,TME
HCH_006_002_000178,野里知吉帶,PER
HCH_006_002_000178,搠思蠻,PER
HCH_006_002_000179,百,NUM
HCH_006_002_000179,一,NUM
HCH_006_002_000180,九月,TME
HCH_006_002_000180,太宗,PER
HCH_006_002_000180,半,NUM
HCH_006_002_000180,也曲門答兒,PER
HCH_006_002_000181,冬十月,TME
HCH_006_002_000182,三年戊申春三月,TME
HCH_006_002_000182,橫相乙兒,LOC
HCH_006_002_000183,三年,TME
HCH_006_002_000183,四十,NUM
HCH_006_002_000183,三,NUM
HCH_006_002_000184,起輦谷,LOC
HCH_006_002_000185,簡平,PER
HCH_006_002_000185,皇帝,TITLE
HCH_006_002_000185,定宗,PER
HCH_006_002_000186,河水,LOC
HCH_006_002_000186,十,NUM
HCH_006_002_000186,八九,NUM
HCH_006_002_000187,各部又遣使,TITLE
HCH_006_002_000187,燕,LOC
HCH_006_002_000187,迤,LOC
HCH_006_002_000187,西域,LOC
HCH_006_002_000188,壬寅,TME
HCH_006_002_000188,一,NUM
HCH_006_002_000188,太宗,PER
HCH_006_002_000189,己酉,TME
HCH_006_002_000190,庚戌,TME
HCH_006_002_000191,定宗,PER
HCH_006_002_000192,三,NUM
