sentence_id,text,label
HCH_006_002_000059,恒山公,TITLE
HCH_006_002_000059,武仙,PER
HCH_006_002_000059,南京,LOC
HCH_006_002_000060,拖雷,PER
HCH_006_002_000060,帝,PER
HCH_006_002_000060,龍庭,LOC
HCH_006_002_000061,納,LOC
HCH_006_002_000062,太祖,PER
HCH_006_002_000063,金,ORG
HCH_006_002_000063,歸德,LOC
HCH_006_002_000064,金西面元帥,TITLE
HCH_006_002_000064,崔立,PER
HCH_006_002_000064,留守,TITLE
HCH_006_002_000064,完顏,TITLE
HCH_006_002_000064,完顏,TITLE
HCH_006_002_000064,習捏阿不,PER
HCH_006_002_000064,南京,LOC
HCH_006_002_000065,鐵,LOC
HCH_006_002_000066,萬奴,PER
HCH_006_002_000066,皇,PER
HCH_006_002_000066,貴由,PER
HCH_006_002_000066,按赤帶,PER
HCH_006_002_000067,速不台,PER
HCH_006_002_000067,青城,LOC
HCH_006_002_000067,崔立,PER
HCH_006_002_000067,金,PER
HCH_006_002_000067,王氏,PER
HCH_006_002_000067,后,PER
HCH_006_002_000067,徒單氏,PER
HCH_006_002_000067,荊,LOC
HCH_006_002_000067,梁,ORG
HCH_006_002_000067,梁,LOC
HCH_006_002_000067,荊,LOC
HCH_006_002_000067,速不台,PER
HCH_006_002_000067,南京,LOC
HCH_006_002_000068,金主,PER
HCH_006_002_000068,蔡,LOC
HCH_006_002_000068,塔察兒,PER
HCH_006_002_000069,孔子,PER
HCH_006_002_000069,元（楷,PER
HCH_006_002_000069,衍聖公,TITLE
HCH_006_002_000070,兀必思地,ORG
HCH_006_002_000071,阿同葛,PER
HCH_006_002_000071,宣差勘事官,TITLE
HCH_006_002_000071,中州,LOC
HCH_006_002_000072,萬奴,PER
HCH_006_002_000073,宋,ORG
HCH_006_002_000073,荊鄂都統,TITLE
HCH_006_002_000073,孟珙,PER
HCH_006_002_000074,宋,ORG
HCH_006_002_000074,蔡,LOC
HCH_006_002_000074,武仙,PER
HCH_006_002_000074,息州,LOC
HCH_006_002_000075,金,ORG
HCH_006_002_000075,海,LOC
HCH_006_002_000075,沂,LOC
HCH_006_002_000075,萊,LOC
HCH_006_002_000075,濰,LOC
HCH_006_002_000076,帝,PER
HCH_006_002_000076,阿,LOC
HCH_006_002_000079,金,ORG
HCH_006_002_000079,宗室,TITLE
HCH_006_002_000079,承麟,PER
HCH_006_002_000080,承麟,PER
HCH_006_002_000081,宋,ORG
HCH_006_002_000081,金,ORG
HCH_006_002_000082,金,ORG
HCH_006_002_000083,斡,LOC
HCH_006_002_000084,達蘭達葩,ORG
HCH_006_002_000084,甲長,TITLE
HCH_006_002_000084,甲長,TITLE
HCH_006_002_000084,千戶,TITLE
HCH_006_002_000084,百戶,TITLE
HCH_006_002_000084,甲長,TITLE
HCH_006_002_000085,胡土虎,PER
HCH_006_002_000085,那顏,PER
HCH_006_002_000085,中州斷事官,TITLE
HCH_006_002_000086,達海紺卜,PER
HCH_006_002_000086,蜀,ORG
HCH_006_002_000087,帝,PER
HCH_006_002_000087,八,LOC
HCH_006_002_000087,宋,ORG
HCH_006_002_000087,國王,TITLE
HCH_006_002_000087,查老溫,PER
HCH_006_002_000088,脫,LOC
HCH_006_002_000089,和林,LOC
HCH_006_002_000090,諸王,TITLE
HCH_006_002_000090,拔都,PER
HCH_006_002_000090,皇子,TITLE
HCH_006_002_000090,貴由,PER
HCH_006_002_000090,皇姪,TITLE
HCH_006_002_000090,蒙哥,PER
HCH_006_002_000090,西域,ORG
HCH_006_002_000090,皇子,TITLE
HCH_006_002_000090,闊端,PER
HCH_006_002_000090,秦,LOC
HCH_006_002_000090,鞏,LOC
HCH_006_002_000090,皇子,TITLE
HCH_006_002_000090,曲出,PER
HCH_006_002_000090,胡土虎,PER
HCH_006_002_000090,宋,ORG
HCH_006_002_000090,唐古,PER
HCH_006_002_000090,高麗,ORG
HCH_006_002_000091,諸王,TITLE
HCH_006_002_000091,口溫不花,PER
HCH_006_002_000091,宋,ORG
HCH_006_002_000091,何,PER
HCH_006_002_000092,曲出,PER
HCH_006_002_000092,棗陽,LOC
HCH_006_002_000092,襄,LOC
HCH_006_002_000092,鄧,LOC
HCH_006_002_000092,郢,LOC
HCH_006_002_000093,闊端,PER
HCH_006_002_000093,石門,LOC
HCH_006_002_000093,金,ORG
HCH_006_002_000093,便宜都總帥,TITLE
HCH_006_002_000093,汪世顯,PER
HCH_006_002_000094,中書省,TITLE
HCH_006_002_000098,應州,LOC
HCH_006_002_000098,郭勝,PER
HCH_006_002_000098,鈞州,LOC
HCH_006_002_000098,孛朮魯九住,PER
HCH_006_002_000098,鄧州,LOC
HCH_006_002_000098,趙祥,PER
HCH_006_002_000098,曲出,PER
HCH_006_002_000098,先鋒,TITLE
HCH_006_002_000098,宋,ORG
HCH_006_002_000100,中州,LOC
HCH_006_002_000101,耶律楚材,PER
HCH_006_002_000101,編修所,TITLE
HCH_006_002_000101,燕京,LOC
HCH_006_002_000101,經籍所,TITLE
HCH_006_002_000101,平陽,LOC
HCH_006_002_000101,儒士,TITLE
HCH_006_002_000101,梁陟,PER
HCH_006_002_000101,長官,TITLE
HCH_006_002_000101,王萬慶,PER
HCH_006_002_000101,趙著,PER
HCH_006_002_000102,陳時可,PER
HCH_006_002_000103,真定,LOC
HCH_006_002_000103,太后,PER
HCH_006_002_000103,中原,LOC
HCH_006_002_000103,諸王,TITLE
HCH_006_002_000103,貴戚,TITLE
HCH_006_002_000103,斡魯朵,PER
HCH_006_002_000103,拔都,PER
HCH_006_002_000103,平陽府,LOC
HCH_006_002_000103,茶合帶,PER
HCH_006_002_000103,太原府,LOC
HCH_006_002_000103,古與,PER
HCH_006_002_000103,大名府,LOC
HCH_006_002_000103,孛魯帶,PER
HCH_006_002_000103,邢州,LOC
HCH_006_002_000103,果魯干,PER
HCH_006_002_000103,河間府,LOC
HCH_006_002_000103,孛魯古帶,PER
HCH_006_002_000103,廣寧府,LOC
HCH_006_002_000103,野苦,PER
HCH_006_002_000103,益都,LOC
HCH_006_002_000103,濟南,LOC
HCH_006_002_000103,按赤帶,PER
HCH_006_002_000103,濱,LOC
HCH_006_002_000103,棣州,LOC
HCH_006_002_000103,斡陳那顏,PER
HCH_006_002_000103,平,LOC
HCH_006_002_000103,灤州,LOC
HCH_006_002_000103,皇子,TITLE
HCH_006_002_000103,闊端,PER
HCH_006_002_000103,駙馬,TITLE
HCH_006_002_000103,公主,TITLE
HCH_006_002_000103,阿剌海,PER
HCH_006_002_000103,公主,TITLE
HCH_006_002_000103,果真,PER
HCH_006_002_000103,國王,TITLE
HCH_006_002_000103,查剌溫,PER
HCH_006_002_000103,茶合帶,PER
HCH_006_002_000103,鍛真,PER
HCH_006_002_000103,蒙古,ORG
HCH_006_002_000103,按赤那顏,PER
HCH_006_002_000103,坼那顏,PER
HCH_006_002_000103,火斜,PER
HCH_006_002_000103,朮思,PER
HCH_006_002_000103,東平府,LOC
HCH_006_002_000104,耶律楚材,PER
HCH_006_002_000104,達魯花赤,TITLE
HCH_006_002_000105,闊端,PER
HCH_006_002_000105,汪世顯,PER
HCH_006_002_000105,蜀,ORG
HCH_006_002_000105,宋,ORG
HCH_006_002_000105,關,LOC
HCH_006_002_000105,蜀,ORG
HCH_006_002_000105,曹友聞,PER
HCH_006_002_000106,闊端,PER
HCH_006_002_000106,成都,LOC
HCH_006_002_000107,秦,LOC
HCH_006_002_000107,鞏,LOC
HCH_006_002_000108,曲出,PER
HCH_006_002_000109,張柔,PER
HCH_006_002_000109,郢州,LOC
HCH_006_002_000110,襄陽府,LOC
HCH_006_002_000110,游顯,PER
HCH_006_002_000110,襄陽,LOC
HCH_006_002_000110,樊城,LOC
HCH_006_002_000112,蒙哥,PER
HCH_006_002_000112,欽察部,ORG
HCH_006_002_000112,八赤蠻,PER
HCH_006_002_000114,左翼,ORG
HCH_006_002_000116,朮虎乃,PER
HCH_006_002_000116,劉中,PER
HCH_006_002_000116,本貫議事官,TITLE
HCH_006_002_000117,野馬川,LOC
HCH_006_002_000118,龍庭,LOC
HCH_006_002_000119,口溫不花,PER
HCH_006_002_000119,光州,LOC
HCH_006_002_000119,張柔,PER
HCH_006_002_000119,鞏彥暉,PER
HCH_006_002_000119,史天澤,PER
HCH_006_002_000120,蘄州,LOC
HCH_006_002_000120,隨州,LOC
HCH_006_002_000120,黃州,LOC
HCH_006_002_000121,宋,ORG
HCH_006_002_000122,塔思,PER
HCH_006_002_000122,北峽關,LOC
HCH_006_002_000122,宋,ORG
HCH_006_002_000122,汪統制,PER
HCH_006_002_000123,襄陽別將,TITLE
HCH_006_002_000123,劉義,PER
HCH_006_002_000123,游顯,PER
HCH_006_002_000123,宋,ORG
HCH_006_002_000124,宋,ORG
HCH_006_002_000124,襄,LOC
HCH_006_002_000124,樊,LOC
HCH_006_002_000126,蘇湖城,LOC
HCH_006_002_000127,陳時可,PER
HCH_006_002_000127,高慶民,PER
HCH_006_002_000129,皇子,TITLE
HCH_006_002_000129,闊端,PER
HCH_006_002_000129,西川,LOC
HCH_006_002_000130,游顯,PER
HCH_006_002_000130,宋,ORG
HCH_006_002_000131,山東,LOC
HCH_006_002_000132,蒙哥,PER
HCH_006_002_000132,阿速蔑怯思城,ORG
HCH_006_002_000133,商人,TITLE
HCH_006_002_000133,奧都剌合蠻,PER
HCH_006_002_000133,中原,LOC
HCH_006_002_000134,奧都剌合蠻,PER
HCH_006_002_000134,提領諸路課稅所官,TITLE
HCH_006_002_000135,皇,PER
HCH_006_002_000135,貴由,PER
HCH_006_002_000135,西域,ORG
HCH_006_002_000136,張柔,PER
HCH_006_002_000136,宋,ORG
HCH_006_002_000137,貴由,PER
HCH_006_002_000140,回鶻,ORG
HCH_006_002_000146,高麗,ORG
HCH_006_002_000146,王㬚,PER
HCH_006_002_000146,綧,PER
HCH_006_002_000147,牙,TITLE
HCH_006_002_000147,主管漢民公事,TITLE
HCH_006_002_000149,鈋鐵𨬟,LOC
HCH_006_002_000149,胡蘭山,LOC
HCH_006_002_000150,奧都剌合蠻,PER
HCH_006_002_000150,帝,PER
HCH_006_002_000151,帝,PER
HCH_006_002_000153,起輦谷,LOC
HCH_006_002_000154,英文皇帝,PER
HCH_006_002_000154,太宗,PER
HCH_006_002_000155,帝,PER
HCH_006_002_000156,六皇后,PER
HCH_006_002_000156,馬真氏,PER
HCH_006_002_000157,張柔,PER
HCH_006_002_000157,五河口,LOC
HCH_006_002_000157,淮,LOC
HCH_006_002_000157,宋,ORG
HCH_006_002_000157,揚,LOC
HCH_006_002_000157,滁,LOC
HCH_006_002_000157,和,LOC
HCH_006_002_000158,張柔,PER
HCH_006_002_000158,襄城,LOC
HCH_006_002_000160,后,PER
HCH_006_002_000160,張柔,PER
HCH_006_002_000160,杞,LOC
HCH_006_002_000161,中書令,TITLE
HCH_006_002_000161,耶律楚材,PER
HCH_006_002_000162,后,PER
HCH_006_002_000162,馬步軍都元帥,TITLE
HCH_006_002_000162,察罕,PER
HCH_006_002_000162,張柔,PER
HCH_006_002_000162,淮西,LOC
HCH_006_002_000162,壽州,LOC
HCH_006_002_000162,泗州,LOC
HCH_006_002_000162,盱眙,LOC
HCH_006_002_000162,揚州,LOC
HCH_006_002_000163,宋制置,TITLE
HCH_006_002_000163,趙蔡,PER
HCH_006_002_000164,定宗,PER
HCH_006_002_000164,簡平皇帝,PER
HCH_006_002_000164,貴由,PER
HCH_006_002_000164,太宗,PER
HCH_006_002_000165,六皇后,PER
HCH_006_002_000165,馬真氏,PER
HCH_006_002_000165,帝,PER
HCH_006_002_000166,太宗,PER
HCH_006_002_000166,按只帶,PER
HCH_006_002_000166,金,ORG
HCH_006_002_000166,帝,PER
HCH_006_002_000167,諸王,TITLE
HCH_006_002_000167,拔都,PER
HCH_006_002_000167,阿速境,LOC
HCH_006_002_000167,木柵山,LOC
HCH_006_002_000167,帝,PER
HCH_006_002_000167,憲宗,PER
HCH_006_002_000168,太宗,PER
HCH_006_002_000169,太宗,PER
HCH_006_002_000169,皇后,PER
HCH_006_002_000169,答蘭,ORG
HCH_006_002_000170,張柔,PER
HCH_006_002_000170,和林,LOC
HCH_006_002_000171,汪吉宿滅,ORG
HCH_006_002_000172,帝,PER
HCH_006_002_000173,野馬川,LOC
HCH_006_002_000174,權萬戶,TITLE
HCH_006_002_000174,史權,PER
HCH_006_002_000174,淮南,LOC
HCH_006_002_000174,虎頭關寨,LOC
HCH_006_002_000174,黃州,LOC
HCH_006_002_000175,張柔,PER
HCH_006_002_000175,泗州,LOC
HCH_006_002_000176,曲律淮黑哈速,LOC
HCH_006_002_000178,野里知吉帶,PER
HCH_006_002_000178,搠思蠻部,ORG
HCH_006_002_000178,西,ORG
HCH_006_002_000179,蒙古,ORG
HCH_006_002_000180,太宗,PER
HCH_006_002_000180,也曲門答兒,PER
HCH_006_002_000182,帝,PER
HCH_006_002_000182,橫,LOC
HCH_006_002_000184,起輦谷,LOC
HCH_006_002_000185,簡平皇帝,TITLE
HCH_006_002_000185,定宗,PER
HCH_006_002_000187,燕京,LOC
HCH_006_002_000187,西域回鶻,ORG
HCH_006_002_000187,海東樓,LOC
HCH_006_002_000188,太宗,PER
HCH_006_002_000191,定宗,PER
