sentence_id,text,label
HCH_006_001_000110,汪罕,PER
HCH_006_001_000110,亦剌合,PER
HCH_006_001_000110,札阿紺孛,PER
HCH_006_001_000111,曲薛吾,PER
HCH_006_001_000112,亦剌合,PER
HCH_006_001_000112,汪罕,PER
HCH_006_001_000112,汪罕,PER
HCH_006_001_000112,亦剌合,PER
HCH_006_001_000112,卜魯忽䚟,PER
HCH_006_001_000112,且遣使,TITLE
HCH_006_001_000112,乃蠻,PER
HCH_006_001_000112,太子,TITLE
HCH_006_001_000112,四,NUM
HCH_006_001_000112,博爾朮,PER
HCH_006_001_000112,木華黎,PER
HCH_006_001_000112,博羅渾,PER
HCH_006_001_000112,赤老溫,PER
HCH_006_001_000112,四人,NUM
HCH_006_001_000113,亦剌合,PER
HCH_006_001_000113,曲薛吾,LOC
HCH_006_001_000113,卜魯忽䚟,PER
HCH_006_001_000114,亦剌合,PER
HCH_006_001_000115,四,NUM
HCH_006_001_000115,乃蠻,PER
HCH_006_001_000115,汪罕,PER
HCH_006_001_000116,哈撒兒,PER
HCH_006_001_000116,乃,PER
HCH_006_001_000116,忽闌盞側山,LOC
HCH_006_001_000118,泰赤烏,PER
HCH_006_001_000118,汪罕,PER
HCH_006_001_000118,薩里河,LOC
HCH_006_001_000118,泰赤烏,PER
HCH_006_001_000118,沆忽,PER
HCH_006_001_000118,斡難河,LOC
HCH_006_001_000119,哈答斤,PER
HCH_006_001_000119,兀,PER
HCH_006_001_000119,朵魯班,PER
HCH_006_001_000119,塔塔兒,PER
HCH_006_001_000119,弘吉剌,PER
HCH_006_001_000119,乃蠻,PER
HCH_006_001_000119,泰赤烏,PER
HCH_006_001_000119,阿雷泉,LOC
HCH_006_001_000119,汪罕,PER
HCH_006_001_000120,弘,LOC
HCH_006_001_000120,吉剌,PER
HCH_006_001_000120,迭夷,PER
HCH_006_001_000121,汪罕,PER
HCH_006_001_000121,虎圖澤,LOC
HCH_006_001_000121,盃亦烈川,LOC
HCH_006_001_000122,汪罕,PER
HCH_006_001_000122,怯,LOC
HCH_006_001_000122,綠憐河,LOC
HCH_006_001_000123,札阿紺孛,PER
HCH_006_001_000123,按敦阿述,PER
HCH_006_001_000123,燕火脫兒,PER
HCH_006_001_000123,按敦阿述,PER
HCH_006_001_000123,汪罕,PER
HCH_006_001_000123,燕火脫兒,PER
HCH_006_001_000123,燕火脫兒,PER
HCH_006_001_000123,夏,LOC
HCH_006_001_000123,道路,LOC
HCH_006_001_000125,汪罕,PER
HCH_006_001_000125,札阿紺孛,PER
HCH_006_001_000126,札阿紺孛,PER
HCH_006_001_000126,燕,LOC
HCH_006_001_000126,火脫兒,PER
HCH_006_001_000127,帝駐軍,ORG
HCH_006_001_000127,徹徹兒山,LOC
HCH_006_001_000127,塔塔兒,PER
HCH_006_001_000128,阿剌兀都兒,PER
HCH_006_001_000129,弘吉剌,PER
HCH_006_001_000129,哈撒兒,PER
HCH_006_001_000130,弘吉剌,PER
HCH_006_001_000130,札木合,PER
HCH_006_001_000130,朵魯班,PER
HCH_006_001_000130,亦乞剌思,PER
HCH_006_001_000130,哈答斤,PER
HCH_006_001_000130,火魯剌思,PER
HCH_006_001_000130,塔塔兒,PER
HCH_006_001_000130,散只兀,PER
HCH_006_001_000130,犍河,LOC
HCH_006_001_000130,札木合,PER
HCH_006_001_000130,局兒罕,PER
HCH_006_001_000130,禿律別兒河,LOC
HCH_006_001_000131,塔海哈,PER
HCH_006_001_000131,抄,PER
HCH_006_001_000131,兒,PER
HCH_006_001_000132,海剌兒,LOC
HCH_006_001_000132,帖尼火魯罕,LOC
HCH_006_001_000133,札木合,PER
HCH_006_001_000133,弘吉剌,PER
HCH_006_001_000134,壬戌,TME
HCH_006_001_000134,兀魯回失連真河,LOC
HCH_006_001_000134,按赤塔塔兒,PER
HCH_006_001_000134,察罕塔塔兒,PER
HCH_006_001_000134,二,NUM
HCH_006_001_000135,俟軍,ORG
HCH_006_001_000135,按彈,PER
HCH_006_001_000135,火察兒,PER
HCH_006_001_000135,答力台,ORG
HCH_006_001_000135,三人,NUM
HCH_006_001_000136,脫脫,PER
HCH_006_001_000136,八,NUM
HCH_006_001_000136,忽真隘,LOC
HCH_006_001_000137,乃,PER
HCH_006_001_000137,不,PER
HCH_006_001_000137,魯欲,PER
HCH_006_001_000137,欲魯,PER
HCH_006_001_000137,罕,PER
HCH_006_001_000137,朵魯班,PER
HCH_006_001_000137,塔塔兒,PER
HCH_006_001_000137,哈答斤,PER
HCH_006_001_000137,散只兀,PER
HCH_006_001_000138,四,NUM
HCH_006_001_000138,汪罕,PER
HCH_006_001_000139,亦剌合,PER
HCH_006_001_000139,山,LOC
HCH_006_001_000139,乃,PER
HCH_006_001_000139,蠻軍,ORG
HCH_006_001_000140,亦剌合,PER
HCH_006_001_000141,汪罕,PER
HCH_006_001_000141,阿,LOC
HCH_006_001_000141,蘭塞,PER
HCH_006_001_000141,闕奕壇,LOC
HCH_006_001_000141,乃蠻使,TITLE
HCH_006_001_000143,蠻軍,ORG
HCH_006_001_000144,乃蠻,PER
HCH_006_001_000145,札木合,PER
HCH_006_001_000145,乃,PER
HCH_006_001_000147,朮赤,PER
HCH_006_001_000147,汪罕,PER
HCH_006_001_000147,抄兒伯姬,PER
HCH_006_001_000147,汪罕,PER
HCH_006_001_000147,禿撒合,PER
HCH_006_001_000147,火阿真伯姬,PER
HCH_006_001_000149,汪罕,PER
HCH_006_001_000149,乃蠻,LOC
HCH_006_001_000150,札木合,PER
HCH_006_001_000150,汪罕,PER
HCH_006_001_000151,汪罕,PER
HCH_006_001_000152,札木合,PER
HCH_006_001_000152,亦剌合,PER
HCH_006_001_000152,太子,TITLE
HCH_006_001_000152,汪罕,PER
HCH_006_001_000152,乃蠻,PER
HCH_006_001_000152,亦剌合,PER
HCH_006_001_000153,答力台,ORG
HCH_006_001_000153,火察兒,PER
HCH_006_001_000153,按彈,PER
HCH_006_001_000153,亦剌合,PER
HCH_006_001_000153,宣懿,PER
HCH_006_001_000153,太后,TITLE
HCH_006_001_000153,亦剌合,PER
HCH_006_001_000153,遣使,TITLE
HCH_006_001_000153,汪罕,PER
HCH_006_001_000154,汪罕,PER
HCH_006_001_000154,札木合,PER
HCH_006_001_000154,亦剌合,PER
HCH_006_001_000154,四,NUM
HCH_006_001_000155,汪罕,PER
HCH_006_001_000155,太子,TITLE
HCH_006_001_000155,札木合,PER
HCH_006_001_000156,汪罕,PER
HCH_006_001_000156,乃遣使,TITLE
HCH_006_001_000156,布渾察兒,PER
HCH_006_001_000156,十騎,NUM
HCH_006_001_000157,一騎,NUM
HCH_006_001_000158,汪罕,PER
HCH_006_001_000159,乞,PER
HCH_006_001_000159,力失,PER
HCH_006_001_000159,失力,PER
HCH_006_001_000159,把帶,PER
HCH_006_001_000160,阿蘭塞,LOC
HCH_006_001_000160,折里麥,PER
HCH_006_001_000160,汪罕,PER
HCH_006_001_000161,朱力斤,PER
HCH_006_001_000161,董哀,PER
HCH_006_001_000161,火力失烈門,PER
HCH_006_001_000161,汪罕,PER
HCH_006_001_000162,亦剌合,PER
HCH_006_001_000163,怯里亦,PER
HCH_006_001_000163,汪罕,PER
HCH_006_001_000164,汪罕,PER
HCH_006_001_000164,董哥澤駐軍,ORG
HCH_006_001_000164,阿里海,PER
HCH_006_001_000164,汪罕,PER
HCH_006_001_000164,菊兒,PER
HCH_006_001_000164,罕,PER
HCH_006_001_000164,菊兒,PER
HCH_006_001_000164,罕,PER
HCH_006_001_000164,河西,LOC
HCH_006_001_000164,一,NUM
HCH_006_001_000164,乃蠻,PER
HCH_006_001_000164,日沒處,LOC
HCH_006_001_000164,札阿紺孛,PER
HCH_006_001_000164,金,LOC
HCH_006_001_000164,蔑里乞,PER
HCH_006_001_000164,薛徹別及,PER
HCH_006_001_000164,大丑,PER
HCH_006_001_000164,二,NUM
HCH_006_001_000164,哈丁,PER
HCH_006_001_000164,里,LOC
HCH_006_001_000164,半月,TME
HCH_006_001_000164,三,NUM
HCH_006_001_000164,蔑里乞,PER
HCH_006_001_000164,乃蠻,PER
HCH_006_001_000164,四,NUM
HCH_006_001_000164,四,NUM
HCH_006_001_000164,朵魯班,PER
HCH_006_001_000164,塔塔兒,PER
HCH_006_001_000164,哈答斤,PER
HCH_006_001_000164,散只兀,PER
HCH_006_001_000164,弘吉剌,PER
HCH_006_001_000164,五,NUM
HCH_006_001_000164,如海,LOC
HCH_006_001_000164,東,LOC
HCH_006_001_000164,五,NUM
HCH_006_001_000164,五,NUM
HCH_006_001_000164,汪罕,PER
HCH_006_001_000164,亦剌合,PER
HCH_006_001_000164,亦剌合,PER
HCH_006_001_000165,火察,PER
HCH_006_001_000165,汪罕,PER
HCH_006_001_000166,阿里海,PER
HCH_006_001_000166,汪罕,PER
HCH_006_001_000166,薛徹,PER
HCH_006_001_000166,太丑,PER
HCH_006_001_000166,二人,NUM
HCH_006_001_000166,八,NUM
HCH_006_001_000166,二人,NUM
HCH_006_001_000166,火察兒,PER
HCH_006_001_000166,聶坤,PER
HCH_006_001_000166,按彈,PER
HCH_006_001_000166,忽都剌,PER
HCH_006_001_000166,三河,LOC
HCH_006_001_000166,汪罕,PER
HCH_006_001_000166,汪罕,PER
HCH_006_001_000166,按彈,PER
HCH_006_001_000166,一,NUM
HCH_006_001_000167,帝既遣使,TITLE
HCH_006_001_000167,汪罕,PER
HCH_006_001_000167,弘吉,PER
HCH_006_001_000167,利,PER
HCH_006_001_000167,剌,PER
HCH_006_001_000167,兒斤,PER
HCH_006_001_000168,班朱尼河,LOC
HCH_006_001_000168,河水,LOC
HCH_006_001_000169,亦乞烈,PER
HCH_006_001_000169,孛徒,PER
HCH_006_001_000169,火魯剌,PER
HCH_006_001_000170,哈撒兒,PER
HCH_006_001_000170,哈剌渾山,LOC
HCH_006_001_000170,汪罕,PER
HCH_006_001_000170,脫虎,PER
HCH_006_001_000171,汪罕,PER
HCH_006_001_000172,飲河水,LOC
HCH_006_001_000172,飲渾水,LOC
HCH_006_001_000173,汪罕,PER
HCH_006_001_000173,哈闌真沙陀,LOC
HCH_006_001_000173,汪罕,PER
HCH_006_001_000174,按彈,PER
HCH_006_001_000174,火察兒,PER
HCH_006_001_000174,札木合,PER
HCH_006_001_000174,汪罕,PER
HCH_006_001_000175,答力台,ORG
HCH_006_001_000175,把憐,PER
HCH_006_001_000176,斡難河源,LOC
HCH_006_001_000176,汪罕,PER
HCH_006_001_000176,復遣二使,TITLE
HCH_006_001_000176,汪罕,PER
HCH_006_001_000176,哈撒兒,PER
HCH_006_001_000176,太子,TITLE
HCH_006_001_000176,汪罕,PER
HCH_006_001_000176,遣人隨二使,TITLE
HCH_006_001_000177,即以二使,TITLE
HCH_006_001_000177,令軍,ORG
HCH_006_001_000177,折折運都山,LOC
HCH_006_001_000177,汪罕,PER
HCH_006_001_000178,烈,PER
HCH_006_001_000179,汪罕,PER
HCH_006_001_000179,亦剌合,PER
HCH_006_001_000180,汪罕,PER
HCH_006_001_000180,汪罕,PER
HCH_006_001_000180,乃,PER
HCH_006_001_000181,亦剌哈,PER
HCH_006_001_000181,夏,LOC
HCH_006_001_000182,夏,LOC
HCH_006_001_000182,龜茲,LOC
HCH_006_001_000182,龜茲,LOC
HCH_006_001_000183,汪罕,PER
HCH_006_001_000183,帖麥該川,LOC
HCH_006_001_000184,乃,PER
HCH_006_001_000184,太陽罕,PER
HCH_006_001_000184,遣使,TITLE
HCH_006_001_000184,白達達,PER
HCH_006_001_000184,阿剌忽思,PER
HCH_006_001_000184,二,NUM
HCH_006_001_000184,二,NUM
HCH_006_001_000184,阿剌忽思,PER
HCH_006_001_000185,甲子,TME
HCH_006_001_000185,帖麥該川,LOC
HCH_006_001_000187,斡赤斤,PER
HCH_006_001_000187,別里古台,PER
HCH_006_001_000187,乃蠻,PER
HCH_006_001_000187,乃蠻,PER
HCH_006_001_000188,建忒該山,LOC
HCH_006_001_000188,虎必來,PER
HCH_006_001_000188,哲別,PER
HCH_006_001_000188,二人,NUM
HCH_006_001_000189,太陽罕,PER
HCH_006_001_000189,按臺,ORG
HCH_006_001_000189,沆海山,LOC
HCH_006_001_000189,蔑里乞,PER
HCH_006_001_000189,脫脫,PER
HCH_006_001_000189,烈,PER
HCH_006_001_000189,阿憐太石,PER
HCH_006_001_000189,猥剌,PER
HCH_006_001_000189,忽都花別吉,PER
HCH_006_001_000189,禿魯班,PER
HCH_006_001_000189,塔塔兒,PER
HCH_006_001_000189,哈答斤,PER
HCH_006_001_000189,散只兀,PER
HCH_006_001_000190,太陽罕,PER
HCH_006_001_000190,八,NUM
HCH_006_001_000190,不使,TITLE
HCH_006_001_000190,后妃來統軍,ORG
HCH_006_001_000190,太陽罕,PER
HCH_006_001_000191,撒兒主中軍,ORG
HCH_006_001_000192,札木合,PER
HCH_006_001_000192,太陽罕,LOC
HCH_006_001_000192,見帝軍,ORG
HCH_006_001_000192,乃蠻,PER
HCH_006_001_000192,視蒙古軍,ORG
HCH_006_001_000193,蠻軍,ORG
HCH_006_001_000193,太陽罕,PER
HCH_006_001_000194,諸部軍,ORG
HCH_006_001_000194,一,NUM
HCH_006_001_000196,朵魯班,PER
HCH_006_001_000196,塔塔兒,PER
HCH_006_001_000196,哈答斤,PER
HCH_006_001_000196,散只兀,PER
HCH_006_001_000196,四,NUM
HCH_006_001_000197,蔑里乞,PER
HCH_006_001_000198,脫脫,PER
HCH_006_001_000198,太陽,LOC
HCH_006_001_000198,罕,PER
HCH_006_001_000198,卜,PER
HCH_006_001_000198,魯欲,PER
HCH_006_001_000198,欲魯,PER
HCH_006_001_000198,罕,PER
HCH_006_001_000198,帶兒兀孫,PER
HCH_006_001_000199,泰寒寨,LOC
HCH_006_001_000199,孛羅歡,PER
HCH_006_001_000199,沈白,PER
HCH_006_001_000199,二人領右軍,ORG
HCH_006_001_000200,乙丑,TME
HCH_006_001_000200,夏,LOC
HCH_006_001_000200,力吉里寨,LOC
HCH_006_001_000200,落思城,LOC
HCH_006_001_000201,元年丙寅,TME
HCH_006_001_000201,九,NUM
HCH_006_001_000201,皇帝,TITLE
HCH_006_001_000201,斡難河,LOC
HCH_006_001_000202,成吉思皇帝,PER
HCH_006_001_000203,金,LOC
HCH_006_001_000203,六年,TME
HCH_006_001_000205,卜,PER
HCH_006_001_000205,魯欲,PER
HCH_006_001_000205,欲魯,PER
HCH_006_001_000205,罕,PER
HCH_006_001_000205,兀魯塔山,LOC
HCH_006_001_000206,太陽,LOC
HCH_006_001_000206,罕子屈出律罕,PER
HCH_006_001_000206,脫脫,PER
HCH_006_001_000206,也兒的石河,LOC
HCH_006_001_000207,金,LOC
HCH_006_001_000208,金,LOC
HCH_006_001_000208,咸補海罕,PER
HCH_006_001_000209,金,LOC
HCH_006_001_000209,金,LOC
HCH_006_001_000209,璟,PER
HCH_006_001_000210,二年丁卯,TME
HCH_006_001_000210,夏,LOC
HCH_006_001_000210,斡羅孩,LOC
HCH_006_001_000211,按彈,PER
HCH_006_001_000211,兀剌二人使,TITLE
HCH_006_001_000211,乞力吉思,PER
HCH_006_001_000212,野牒亦納里,PER
HCH_006_001_000212,阿里替也兒,PER
HCH_006_001_000212,皆遣使,TITLE
HCH_006_001_000213,三年戊辰,TME
HCH_006_001_000213,夏,LOC
HCH_006_001_000214,庭,LOC
HCH_006_001_000215,脫脫,PER
HCH_006_001_000215,屈出律罕,PER
HCH_006_001_000216,斡亦剌,PER
HCH_006_001_000217,也兒的石河,LOC
HCH_006_001_000217,蔑,LOC
HCH_006_001_000217,里,PER
HCH_006_001_000217,乞,LOC
HCH_006_001_000218,脫脫,PER
HCH_006_001_000219,屈出律,PER
HCH_006_001_000220,四年己巳,TME
HCH_006_001_000221,河西,LOC
HCH_006_001_000222,夏,LOC
HCH_006_001_000222,李安全,PER
HCH_006_001_000222,元帥,TITLE
HCH_006_001_000222,高令公,PER
HCH_006_001_000223,兀剌海,LOC
HCH_006_001_000223,太傅,TITLE
HCH_006_001_000223,西壁,PER
HCH_006_001_000224,夷門,LOC
HCH_006_001_000224,夏,LOC
HCH_006_001_000224,嵬名令公,PER
HCH_006_001_000225,中興,LOC
HCH_006_001_000225,引河水,LOC
HCH_006_001_000227,太傅,TITLE
HCH_006_001_000227,訛答,PER
HCH_006_001_000227,中興,LOC
HCH_006_001_000227,夏,LOC
HCH_006_001_000227,夏,LOC
HCH_006_001_000228,五年庚午,TME
HCH_006_001_000228,金,LOC
HCH_006_001_000228,烏沙,LOC
HCH_006_001_000230,金,LOC
HCH_006_001_000230,金主使,TITLE
HCH_006_001_000230,衞,LOC
HCH_006_001_000230,允濟,PER
HCH_006_001_000230,靜,LOC
HCH_006_001_000230,淨,LOC
HCH_006_001_000231,允濟,PER
HCH_006_001_000232,允濟,PER
HCH_006_001_000233,金,LOC
HCH_006_001_000233,璟,PER
HCH_006_001_000233,允濟,PER
HCH_006_001_000234,帝問金使,TITLE
HCH_006_001_000234,金使,TITLE
HCH_006_001_000234,衞,LOC
HCH_006_001_000234,中原,LOC
