sentence_id,text,label
HCH_006_001_000129,弘,PER
HCH_006_001_000129,哈撒兒,PER
HCH_006_001_000130,弘吉剌,PER
HCH_006_001_000130,札,PER
HCH_006_001_000130,朵魯班,ORG
HCH_006_001_000130,亦,ORG
HCH_006_001_000130,哈答斤,ORG
HCH_006_001_000130,火魯剌思,ORG
HCH_006_001_000130,塔塔兒,ORG
HCH_006_001_000130,散只兀,ORG
HCH_006_001_000130,犍河,LOC
HCH_006_001_000130,札木合,PER
HCH_006_001_000130,局兒罕,PER
HCH_006_001_000130,禿,LOC
HCH_006_001_000131,塔海哈,PER
HCH_006_001_000131,抄吾兒,PER
HCH_006_001_000131,抄吾兒,PER
HCH_006_001_000132,帝,PER
HCH_006_001_000132,海,LOC
HCH_006_001_000132,帖,LOC
HCH_006_001_000133,札木合脫,PER
HCH_006_001_000133,弘吉剌部,ORG
HCH_006_001_000134,帝,PER
HCH_006_001_000134,兀魯回失連真,ORG
HCH_006_001_000134,按赤塔塔兒,ORG
HCH_006_001_000134,察罕塔塔兒,ORG
HCH_006_001_000135,按彈,PER
HCH_006_001_000135,火察兒,PER
HCH_006_001_000135,答力台,PER
HCH_006_001_000135,帝,PER
HCH_006_001_000136,脫脫,PER
HCH_006_001_000136,八,LOC
HCH_006_001_000136,帝,PER
HCH_006_001_000137,乃蠻部,ORG
HCH_006_001_000137,不,PER
HCH_006_001_000137,朵魯班,ORG
HCH_006_001_000137,塔塔兒,ORG
HCH_006_001_000137,哈答斤,ORG
HCH_006_001_000137,散只兀,ORG
HCH_006_001_000138,帝,PER
HCH_006_001_000138,帝,PER
HCH_006_001_000138,汪罕,PER
HCH_006_001_000139,亦剌合,PER
HCH_006_001_000139,蠻,ORG
HCH_006_001_000140,亦剌合,PER
HCH_006_001_000141,帝,PER
HCH_006_001_000141,汪罕,PER
HCH_006_001_000141,阿蘭塞,LOC
HCH_006_001_000141,闕奕壇,LOC
HCH_006_001_000143,蠻,ORG
HCH_006_001_000144,帝,PER
HCH_006_001_000145,札木合,PER
HCH_006_001_000145,乃蠻,ORG
HCH_006_001_000147,帝,PER
HCH_006_001_000147,朮赤,PER
HCH_006_001_000147,汪罕,PER
HCH_006_001_000147,抄兒伯姬,PER
HCH_006_001_000147,汪罕,PER
HCH_006_001_000147,禿撒合,PER
HCH_006_001_000147,火阿真伯姬,PER
HCH_006_001_000149,帝,PER
HCH_006_001_000149,汪罕,PER
HCH_006_001_000149,乃蠻,ORG
HCH_006_001_000150,札木合,PER
HCH_006_001_000150,汪罕,PER
HCH_006_001_000151,汪罕,PER
HCH_006_001_000152,札木合,PER
HCH_006_001_000152,亦剌合,PER
HCH_006_001_000152,「太子,PER
HCH_006_001_000152,汪罕,PER
HCH_006_001_000152,乃蠻,ORG
HCH_006_001_000152,亦剌合,PER
HCH_006_001_000153,答力台,PER
HCH_006_001_000153,火察兒,PER
HCH_006_001_000153,按彈,PER
HCH_006_001_000153,亦剌合,PER
HCH_006_001_000153,宣懿太后,PER
HCH_006_001_000153,亦剌合,PER
HCH_006_001_000153,汪罕,PER
HCH_006_001_000154,汪罕,PER
HCH_006_001_000154,「札木合,PER
HCH_006_001_000154,亦剌合,PER
HCH_006_001_000154,使者,TITLE
HCH_006_001_000155,汪罕,PER
HCH_006_001_000155,札木合,PER
HCH_006_001_000155,帝,PER
HCH_006_001_000156,汪罕,PER
HCH_006_001_000156,帝,PER
HCH_006_001_000156,布渾察,PER
HCH_006_001_000156,帝,PER
HCH_006_001_000158,汪罕,PER
HCH_006_001_000159,圉人,TITLE
HCH_006_001_000160,帝,PER
HCH_006_001_000160,阿蘭塞,LOC
HCH_006_001_000160,折里麥,PER
HCH_006_001_000160,汪罕,PER
HCH_006_001_000161,朱力斤,PER
HCH_006_001_000161,董哀,PER
HCH_006_001_000161,火力失烈門,PER
HCH_006_001_000161,汪罕,PER
HCH_006_001_000162,亦剌合,PER
HCH_006_001_000163,怯里亦,PER
HCH_006_001_000163,汪罕,PER
HCH_006_001_000164,汪罕,PER
HCH_006_001_000164,帝,PER
HCH_006_001_000164,董哥澤,LOC
HCH_006_001_000164,阿里海,PER
HCH_006_001_000164,汪罕,PER
HCH_006_001_000164,菊兒〔罕,PER
HCH_006_001_000164,菊兒〔罕,PER
HCH_006_001_000164,河西,LOC
HCH_006_001_000164,乃蠻,ORG
HCH_006_001_000164,札阿紺孛,PER
HCH_006_001_000164,金境,LOC
HCH_006_001_000164,蔑里乞部,ORG
HCH_006_001_000164,薛徹別,PER
HCH_006_001_000164,大丑,PER
HCH_006_001_000164,哈,LOC
HCH_006_001_000164,蔑里乞部,ORG
HCH_006_001_000164,乃蠻,ORG
HCH_006_001_000165,帝,PER
HCH_006_001_000165,按彈,PER
HCH_006_001_000165,火察兒,PER
HCH_006_001_000165,汪,PER
HCH_006_001_000166,帝,PER
HCH_006_001_000166,阿里海,PER
HCH_006_001_000166,汪罕,PER
HCH_006_001_000166,薛徹,PER
HCH_006_001_000166,太丑,PER
HCH_006_001_000166,八剌哈,PER
HCH_006_001_000166,火察兒,PER
HCH_006_001_000166,聶坤,PER
HCH_006_001_000166,按彈,PER
HCH_006_001_000166,忽都剌,PER
HCH_006_001_000166,三河,LOC
HCH_006_001_000166,汪罕,PER
HCH_006_001_000166,汪罕,PER
HCH_006_001_000166,按彈,PER
HCH_006_001_000167,帝,PER
HCH_006_001_000167,汪罕,PER
HCH_006_001_000167,弘吉,PER
HCH_006_001_000167,溺兒斤,PER
HCH_006_001_000168,班朱尼河,LOC
HCH_006_001_000168,帝,PER
HCH_006_001_000169,亦乞烈部,ORG
HCH_006_001_000169,孛徒,PER
HCH_006_001_000169,火魯剌部,ORG
HCH_006_001_000169,帝,PER
HCH_006_001_000170,哈撒兒,PER
HCH_006_001_000170,哈,LOC
HCH_006_001_000170,汪罕,PER
HCH_006_001_000170,脫虎,PER
HCH_006_001_000170,河,LOC
HCH_006_001_000171,汪罕,PER
HCH_006_001_000171,帝,PER
HCH_006_001_000173,汪罕,PER
HCH_006_001_000173,帝,PER
HCH_006_001_000173,哈,LOC
HCH_006_001_000173,汪罕,PER
HCH_006_001_000174,按彈,PER
HCH_006_001_000174,火察兒,PER
HCH_006_001_000174,札木合,PER
HCH_006_001_000174,汪罕,PER
HCH_006_001_000174,乃蠻,ORG
HCH_006_001_000175,答力台,PER
HCH_006_001_000175,把憐,PER
HCH_006_001_000176,帝,PER
HCH_006_001_000176,斡難河源,LOC
HCH_006_001_000176,汪罕,PER
HCH_006_001_000176,汪罕,PER
HCH_006_001_000176,哈撒兒,PER
HCH_006_001_000176,太子,PER
HCH_006_001_000176,汪罕,PER
HCH_006_001_000177,折折,LOC
HCH_006_001_000177,汪罕,PER
HCH_006_001_000178,克烈,PER
HCH_006_001_000179,汪罕,PER
HCH_006_001_000179,亦剌合,PER
HCH_006_001_000180,汪罕,PER
HCH_006_001_000180,汪罕,PER
HCH_006_001_000181,亦剌哈,PER
HCH_006_001_000181,西夏,ORG
HCH_006_001_000182,西夏,ORG
HCH_006_001_000182,龜茲,ORG
HCH_006_001_000182,龜茲,ORG
HCH_006_001_000183,帝,PER
HCH_006_001_000183,汪罕,PER
HCH_006_001_000183,帖麥該川,LOC
HCH_006_001_000184,乃,TITLE
HCH_006_001_000184,太陽罕,PER
HCH_006_001_000184,帝,PER
HCH_006_001_000184,白達達,ORG
HCH_006_001_000184,阿剌忽思,PER
HCH_006_001_000184,阿剌忽思,PER
HCH_006_001_000184,帝,PER
HCH_006_001_000185,帝,PER
HCH_006_001_000185,帖麥該川,LOC
HCH_006_001_000187,斡赤斤,PER
HCH_006_001_000187,別里古台,PER
HCH_006_001_000187,乃蠻,ORG
HCH_006_001_000187,帝,PER
HCH_006_001_000187,乃蠻,ORG
HCH_006_001_000188,建,LOC
HCH_006_001_000188,虎必來,PER
HCH_006_001_000188,哲別,PER
HCH_006_001_000189,太陽罕,PER
HCH_006_001_000189,按臺,LOC
HCH_006_001_000189,沆海山,LOC
HCH_006_001_000189,蔑里乞,ORG
HCH_006_001_000189,脫脫,PER
HCH_006_001_000189,克烈,ORG
HCH_006_001_000189,阿憐太石,PER
HCH_006_001_000189,猥剌,ORG
HCH_006_001_000189,忽都花別吉,PER
HCH_006_001_000189,禿魯班,ORG
HCH_006_001_000189,塔塔兒,ORG
HCH_006_001_000189,哈答斤,ORG
HCH_006_001_000189,散只兀,ORG
HCH_006_001_000190,乃蠻,ORG
HCH_006_001_000190,太陽罕,PER
HCH_006_001_000190,蒙古,ORG
HCH_006_001_000190,火力速八赤,PER
HCH_006_001_000190,太陽罕,PER
HCH_006_001_000191,帝,PER
HCH_006_001_000191,哈撒兒,PER
HCH_006_001_000192,札木合,PER
HCH_006_001_000192,太陽罕,LOC
HCH_006_001_000192,帝,PER
HCH_006_001_000192,「,PER
HCH_006_001_000192,蒙古,ORG
HCH_006_001_000193,帝,PER
HCH_006_001_000193,乃蠻軍,ORG
HCH_006_001_000193,太陽罕,PER
HCH_006_001_000196,朵魯班,ORG
HCH_006_001_000196,塔塔兒,ORG
HCH_006_001_000196,哈答斤,ORG
HCH_006_001_000196,散只兀,ORG
HCH_006_001_000197,蔑里乞部,ORG
HCH_006_001_000198,脫脫,PER
HCH_006_001_000198,太陽,LOC
HCH_006_001_000198,卜（魯欲,PER
HCH_006_001_000198,欲魯〕罕,PER
HCH_006_001_000198,帶兒兀孫,PER
HCH_006_001_000199,帝,PER
HCH_006_001_000199,泰寒寨,LOC
HCH_006_001_000199,孛羅歡,PER
HCH_006_001_000199,沈白,PER
HCH_006_001_000200,帝,PER
HCH_006_001_000200,西夏,ORG
HCH_006_001_000200,力,LOC
HCH_006_001_000200,落,LOC
HCH_006_001_000201,帝,PER
HCH_006_001_000201,斡,LOC
HCH_006_001_000202,成吉思皇,PER
HCH_006_001_000203,金,ORG
HCH_006_001_000204,帝,PER
HCH_006_001_000205,卜（魯欲,PER
HCH_006_001_000205,欲魯〕罕,PER
HCH_006_001_000205,兀魯塔山,LOC
HCH_006_001_000206,太陽罕,PER
HCH_006_001_000206,屈出律罕,PER
HCH_006_001_000206,脫脫,PER
HCH_006_001_000206,也,PER
HCH_006_001_000207,帝,PER
HCH_006_001_000207,金,ORG
HCH_006_001_000208,金,ORG
HCH_006_001_000208,帝,PER
HCH_006_001_000208,海,LOC
HCH_006_001_000208,帝,PER
HCH_006_001_000209,金,ORG
HCH_006_001_000209,金,ORG
HCH_006_001_000209,璟,PER
HCH_006_001_000209,帝,PER
HCH_006_001_000210,西夏,ORG
HCH_006_001_000210,斡羅孩,ORG
HCH_006_001_000211,按彈,PER
HCH_006_001_000211,不兀剌,PER
HCH_006_001_000211,乞力吉思,ORG
HCH_006_001_000212,野牒亦納里,PER
HCH_006_001_000212,阿里替也,PER
HCH_006_001_000213,帝,PER
HCH_006_001_000213,西夏,ORG
HCH_006_001_000214,龍庭,LOC
HCH_006_001_000215,脫脫,PER
HCH_006_001_000215,屈出律罕,PER
HCH_006_001_000216,斡亦剌,PER
HCH_006_001_000217,也,LOC
HCH_006_001_000217,蔑里乞部,ORG
HCH_006_001_000218,脫脫,PER
HCH_006_001_000219,屈出律,PER
HCH_006_001_000219,契丹,ORG
HCH_006_001_000220,畏,ORG
HCH_006_001_000221,帝,PER
HCH_006_001_000221,河西,LOC
HCH_006_001_000222,夏,ORG
HCH_006_001_000222,李安全,PER
HCH_006_001_000222,副元帥,TITLE
HCH_006_001_000222,高令公,PER
HCH_006_001_000223,兀,LOC
HCH_006_001_000223,太傅,TITLE
HCH_006_001_000223,西壁氏,PER
HCH_006_001_000224,夷門,LOC
HCH_006_001_000224,夏,ORG
HCH_006_001_000224,嵬名令公,PER
HCH_006_001_000225,中興府,LOC
HCH_006_001_000227,太傅,TITLE
HCH_006_001_000227,訛答,PER
HCH_006_001_000227,中興,LOC
HCH_006_001_000227,夏,ORG
HCH_006_001_000227,夏,ORG
HCH_006_001_000228,金,ORG
HCH_006_001_000228,烏沙堡,LOC
HCH_006_001_000229,遮,PER
HCH_006_001_000230,帝,PER
HCH_006_001_000230,金,ORG
HCH_006_001_000230,金,ORG
HCH_006_001_000230,衞王,TITLE
HCH_006_001_000230,允濟,PER
HCH_006_001_000230,靜,LOC
HCH_006_001_000230,淨,LOC
HCH_006_001_000231,允濟,PER
HCH_006_001_000232,允濟,PER
HCH_006_001_000233,金主,PER
HCH_006_001_000233,璟,PER
HCH_006_001_000233,允濟,PER
HCH_006_001_000234,帝,PER
HCH_006_001_000234,金,PER
HCH_006_001_000234,「,PER
HCH_006_001_000234,金,PER
HCH_006_001_000234,「,PER
HCH_006_001_000234,衞王,PER
HCH_006_001_000234,帝,PER
HCH_006_001_000234,「,PER
HCH_006_001_000235,金,ORG
HCH_006_001_000235,允濟,PER
HCH_006_001_000235,帝,PER
HCH_006_001_000236,帝,PER
HCH_006_001_000236,金,ORG
HCH_006_001_000237,帝,PER
HCH_006_001_000237,怯綠連河,LOC
HCH_006_001_000238,西域,ORG
HCH_006_001_000238,哈剌,PER
HCH_006_001_000238,阿昔蘭罕,PER
HCH_006_001_000239,畏吾兒,ORG
HCH_006_001_000239,亦都護,PER
HCH_006_001_000240,帝,PER
HCH_006_001_000240,金,ORG
HCH_006_001_000240,定薛,PER
HCH_006_001_000240,野狐嶺,LOC
HCH_006_001_000240,大水濼,LOC
HCH_006_001_000240,豐利,LOC
HCH_006_001_000241,金,ORG
HCH_006_001_000241,烏沙堡,LOC
HCH_006_001_000242,遮別,PER
HCH_006_001_000242,烏沙堡,LOC
HCH_006_001_000242,烏月營,LOC
HCH_006_001_000243,帝,PER
HCH_006_001_000243,金,ORG
HCH_006_001_000243,宣平,LOC
HCH_006_001_000243,會河川,LOC
HCH_006_001_000244,德興府,LOC
HCH_006_001_000244,居庸關,LOC
HCH_006_001_000245,中都,LOC
HCH_006_001_000246,金,ORG
HCH_006_001_000246,群牧監,TITLE
HCH_006_001_000247,耶,PER
HCH_006_001_000247,帝,PER
HCH_006_001_000248,皇子,PER
HCH_006_001_000248,朮赤,PER
HCH_006_001_000248,察合台,PER
HCH_006_001_000248,窩闊台,PER
HCH_006_001_000248,雲內,LOC
HCH_006_001_000248,東勝,LOC
HCH_006_001_000248,武,LOC
HCH_006_001_000248,朔,LOC
HCH_006_001_000249,金,ORG
HCH_006_001_000250,劉伯林,PER
HCH_006_001_000250,夾谷長哥,PER
HCH_006_001_000251,耶律留哥,PER
HCH_006_001_000251,隆安,LOC
HCH_006_001_000251,都元帥,TITLE
HCH_006_001_000252,帝,PER
HCH_006_001_000252,昌,LOC
HCH_006_001_000252,桓,LOC
HCH_006_001_000252,撫,LOC
HCH_006_001_000253,金,ORG
HCH_006_001_000253,紇石烈九斤,PER
HCH_006_001_000253,帝,PER
HCH_006_001_000253,獾兒觜,LOC
HCH_006_001_000254,西京,LOC
HCH_006_001_000255,金元帥左都監,TITLE
HCH_006_001_000255,奧屯襄,PER
HCH_006_001_000255,帝,PER
HCH_006_001_000255,密谷口,LOC
HCH_006_001_000256,西京,LOC
HCH_006_001_000256,帝,PER
HCH_006_001_000257,察罕,PER
HCH_006_001_000257,奉聖州,LOC
HCH_006_001_000258,遮,PER
HCH_006_001_000258,東京,LOC
HCH_006_001_000259,耶律留哥,PER
HCH_006_001_000259,遼王,TITLE
HCH_006_001_000260,宣德府,LOC
HCH_006_001_000260,德興府,LOC
HCH_006_001_000261,皇子,TITLE
